Quarter_ID,Stock_ID,feature_1,feature_2,feature_3,feature_4,feature_5
1,21,-1.8432557385656367,2.8511416594146826,2.376512511091923,0.018908710597437706,6.0
1,75,-0.252576830653616,4.432416674328785,7.673184506337706,1.1560904468080104,4.0
1,419,-0.9875280460290128,1.6197665376057822,1.6588463022441016,0.011084486735891907,1.0
1,201,1.5480337289030697,2.073356603488449,5.230313540475867,0.244911767352062,1.0
1,236,0.3303903932582113,,6.988058690856858,0.0184510757802141,2.0
1,331,-0.8327973579379742,1.4294938166527222,5.005249447652479,,2.0
1,30,-1.9439386582380354,3.6510834514209645,3.4083459608464124,0.0730784738311252,2.0
1,94,0.5520812502275927,4.667535025984401,4.231718651924566,0.15219323585528377,3.0
1,257,,1.1021200620285168,7.185615282088526,0.03194716122663421,4.0
1,474,,-1.2616871144952873,1.579132173995233,0.30085690956630584,2.0
1,299,-0.7183846869606398,-0.05074684833173215,0.9604445310149368,0.1014220792157079,1.0
1,118,-1.6970680300936465,5.103695887182317,5.76371477164915,0.1578537613729687,
1,497,0.022474953787865015,1.861057499537217,2.306008019302088,,4.0
1,345,1.3440126983386635,3.5270071145738724,2.3011712282659493,0.2836256875921894,
1,34,-1.7790010642638148,2.8531888846237363,1.929914474568418,,2.0
1,92,1.4320769919652752,3.661159971519392,,0.1691295666023278,1.0
1,346,-0.9316823594815715,2.561362467155915,2.437752679114366,,5.0
1,284,1.410140774638457,5.910245199315067,2.2710324184107185,2.2911921195369502,2.0
1,320,1.3824627630329291,1.247645795054866,0.8912152253081855,1.819301643468421,2.0
1,211,,0.9314760507339352,1.7010491461607624,,
1,229,0.8787362647097865,,4.934274397630069,0.16157985469388203,8.0
1,3,-1.983110255878762,2.087020058130958,,0.48221937434631346,4.0
1,384,-0.10631595668144644,2.181493045808911,2.872168645048883,0.18241591085398356,1.0
1,83,0.5404366181348799,3.0514305354520164,6.333586639732825,0.11633540302942014,
1,142,-1.5247271889667218,4.025118729056076,4.622848768733537,0.006859146667099081,5.0
1,412,0.8835532038523262,1.9692964688295405,1.805358699537925,0.25588732897112143,5.0
1,464,1.3163133841908183,2.2984265057831603,1.9690516415594506,0.3081235820773396,2.0
1,317,-0.869703638977465,1.5295701470892322,4.053654976104174,0.03013417272017982,5.0
1,11,1.6498448244908648,-0.10268605713317713,6.070973790784177,0.23706363428391564,5.0
1,130,-1.1575467681705858,2.435792965927903,1.387149205360929,0.846332007852493,1.0
1,290,1.0758319229716187,5.137528826884525,1.831485355308585,,2.0
1,494,-1.6746829927801148,1.6289233462226227,,0.46855472749378446,
1,263,1.7237975598053707,3.9781050297164766,3.6966069887552755,0.12285235662355998,1.0
1,212,1.019225364768546,-3.0661608052484564,4.1465619084781595,0.9261352815069783,2.0
1,371,1.9527446600808016,2.4140119750871607,0.8963708189655495,0.31539968458247536,3.0
1,131,0.5417065612409244,,1.6677518982471289,0.013225135602728866,3.0
1,338,-1.1323709321556317,4.704520467275273,1.676794468114156,0.15981680759867722,
1,311,-0.8029917190637454,2.0084520505691654,3.641891162178844,0.07599325879534802,4.0
1,71,1.845312339939324,7.145594583725047,3.4993691062222965,0.34254076685806334,
1,252,0.07661152799025439,5.090538608917093,4.200703736379408,0.09669643100877856,2.0
1,382,1.498158352723642,1.8973002399496608,4.50294327322492,,2.0
1,421,-1.8155307261052753,0.7869656171953738,1.426639704641763,0.013112909276346452,3.0
1,126,,4.4671335129397445,1.4580190721009871,0.20926188976513216,2.0
1,470,-1.4453897128492268,2.2281412319135137,3.088028805620893,0.2225791157841055,3.0
1,195,,3.579693184447266,0.6773138320708976,0.4941943114852061,4.0
1,4,-0.38035125032734296,3.202409206288071,4.553378200461269,0.6607656184931634,1.0
1,96,-0.13181411024601175,1.003577797122784,5.7367608831319234,0.1268818183944429,
1,271,-1.567360302503975,2.322322295175011,8.08905063012304,0.9847078754475189,6.0
1,39,-0.2904115728272072,5.655500202290897,5.438892688056191,0.4581740623463568,5.0
1,152,-1.4101475259642804,,1.1232933793719886,0.25553938834547174,6.0
1,318,0.6942380095026506,3.1879577040804223,3.8077973096589623,0.04458758196746948,2.0
1,319,-0.14518342305510146,4.6577817257225025,2.553019075487319,0.15439361835369847,4.0
1,253,1.6644434518933209,1.4701157092557235,2.4357658849828945,0.11769630031555689,6.0
1,411,,0.723471515959826,3.1433939518346854,0.03464375097138572,2.0
1,214,-1.1463072080182402,-0.2457094096785699,6.54033549977356,0.034625523908558664,0.0
1,471,1.2835537998732462,1.4586315262241272,7.882853808736034,0.045212321543876444,
1,12,,2.4968087956818064,5.479793509136708,0.6050331953058794,2.0
1,176,0.050076453014696654,2.7315187621352446,3.671532148044758,0.008489121723510573,4.0
1,332,1.0495045533435436,2.238742477155177,,0.38298451359192054,1.0
1,246,0.296493575157891,2.7578263245769623,,0.2720618810200517,3.0
1,500,0.5718919402272191,2.043752849213118,8.245204481549804,0.35083550785331896,3.0
1,113,-1.5966408547196145,0.9130435721498418,4.045834282354395,0.17864037607345717,2.0
1,435,0.5998587257663988,,,0.6476413384573441,7.0
1,459,1.1536152965539332,3.255796529140029,0.8937516121559523,0.011611139164694695,
1,24,1.4354263886343697,,5.595824767440736,0.013057562656888733,3.0
1,185,1.175058025838358,2.5216771241310028,,,6.0
1,45,-1.097521545370471,0.5984530242751496,2.2122171196285816,0.10596141987728469,1.0
1,53,1.8743365022775227,6.88764575900219,,0.3407383228597889,0.0
1,279,0.6872786559264807,1.1330577634480132,0.7136507266690673,0.3220281427692002,3.0
1,120,0.15519281938211815,3.061699660400674,4.187984482786517,0.1544705941694433,0.0
1,128,0.013623846162952535,3.089284834270883,2.2857976472109214,0.3130655461952283,7.0
1,467,-1.5560365854674485,0.8294847039307456,1.5189380584287804,0.13266334586169548,2.0
1,61,-0.5217316935324918,2.7631537266702764,1.7022958238271184,0.0308685663826036,3.0
1,72,-0.3085092892455572,4.1864548396888335,0.7417770932865838,0.3812890490796226,1.0
1,112,0.5496046421624685,3.4923494227662197,4.081761125153279,0.24092807859071308,4.0
1,149,1.9603002774890412,3.2019948546386128,13.170507695464694,0.06921773126966602,1.0
1,56,-1.9217446096321398,2.2700466951123075,3.336218433988983,0.14450391308813226,1.0
1,496,-0.5575264983317783,1.4376025869794307,1.6108054589370073,0.07633233101908354,7.0
1,76,-1.3504959263069085,3.6168578298483034,,0.08321016751620891,6.0
1,28,0.1565823528751067,4.07715094036338,2.461935595185027,0.8243615170701106,3.0
1,38,1.5259263367109779,4.766385764201156,5.4397243228273995,0.3579508780415219,0.0
1,141,-1.0530020553866737,5.157758802412264,6.92431649860108,0.129273614145603,3.0
1,436,-0.19737865985796432,3.2347147226426993,,0.16208847282337113,4.0
1,173,1.9219234472614088,-0.17088482045985876,4.2183660563595495,0.13281473825220425,1.0
1,206,-1.7442568954225295,3.532056724581303,1.0177063386417013,0.018693862141134554,3.0
1,278,-1.0204027522848325,2.171028519663207,5.735148129517878,0.00015151059366425024,4.0
1,64,0.7923502569091108,2.105731319524596,,0.05256812962169066,3.0
1,49,-0.48667611004936884,6.369815484831934,2.5800383758865597,,2.0
1,134,0.3837340815315149,1.6029478476625052,3.8217410661916627,0.005936005697784186,
1,288,-0.8677906957789441,3.7003569126931413,10.026302392158003,0.15551294341815303,3.0
1,361,1.5572827060475527,5.340044924756431,1.0327884748103826,,3.0
1,418,1.8279588980966555,6.762369169570825,5.297814611793904,1.74379733772737,3.0
1,425,0.6486658582707121,5.272293517473422,1.1019618034591692,0.22197513017959247,3.0
1,67,-0.44767729507804876,5.705588045441358,3.3338388510333705,0.31153434441971295,3.0
1,80,-1.275972569534003,3.3081430997450183,5.91897380350932,0.016444462510830427,
1,376,0.21567526517408764,4.923874238347079,0.7896593825473432,0.018396327719862215,1.0
1,228,-1.5088421529767704,3.275366292794797,2.6173253666939846,0.1889117361025181,2.0
1,326,1.232763008110585,1.9033684961203483,4.536663687247557,0.31691887238434724,2.0
1,54,-0.04454382474747298,,0.7812439906934137,0.47180915326569095,3.0
1,90,-0.8057618263572488,0.9329875566821864,1.4682714218919413,,
2,102,,-0.49844684050103627,7.928897703445683,0.021653133936910818,4.0
2,308,1.8158216194324202,9.399957394598662,2.319571978662433,0.3682172599635496,6.0
2,114,-1.068756250336294,0.5995580453494478,8.488029475354393,0.29074912015902843,4.0
2,270,-1.5337857116269613,4.3379584875770405,1.134480435707452,0.6956061969412113,1.0
2,130,,1.9964121644977573,2.148181124228805,0.35520903722631414,1.0
2,67,,,8.046273619098258,0.8732198239979163,3.0
2,423,-0.3148540851043613,5.09206350340137,0.5568856953099512,0.16539637089652004,4.0
2,288,0.4592687252134491,3.7066930027457334,4.534509240412244,0.12086218026474893,5.0
2,303,-0.6531476132303164,1.3578852330012492,2.752824716701156,0.4229563057064263,3.0
2,42,-1.4184223178940276,4.203457244649805,0.7284977652532408,1.3849197945869025,1.0
2,40,-1.2236346662652124,1.705974400886859,0.4274173604740336,1.4810320644652624,1.0
2,228,,2.626078534349455,6.787324750688395,0.27640599423870804,3.0
2,180,1.5811748825996403,2.5106479110262874,1.4929286952715566,0.28897578461795526,5.0
2,110,,-1.6594290060819583,,,3.0
2,197,-1.3566971862888009,,5.804805951846323,0.12460004164817695,2.0
2,217,0.7030837542118196,4.742456297435245,8.799298427968253,0.2852646214132153,5.0
2,312,1.9745241681246402,2.168457063089009,6.951219355657309,0.02637203370592678,3.0
2,135,-1.9454880274314346,2.13888934533513,4.394497710271827,0.7658617042579481,
2,45,,2.0997190358328184,,0.022019125166086395,
2,441,-0.2598943789717585,0.8937946227708196,5.870137672544725,,
2,181,1.995119151947904,,10.64293776359558,0.23388526310476188,4.0
2,328,-1.0214665486098586,5.955695898403417,7.546673337410086,0.3161925600892881,3.0
2,466,-0.286454665426652,6.559460609598265,4.336499331886946,0.010772926240168346,3.0
2,477,-1.2763863588929039,4.959040242305406,0.8974241645760808,,1.0
2,455,1.0282198200513486,1.5354403014041458,2.8048356315164655,1.0375611963222529,
2,132,-0.5924937281459068,4.802481020060386,1.0734478463555641,0.011286271489495014,1.0
2,219,1.8454255288622416,4.23065664627576,1.3000351045997833,,7.0
2,348,-0.33362040951884175,1.8324147313360686,2.7592738248222233,0.12393979679519229,2.0
2,383,-0.9624764998725248,5.394970322971318,,0.45493301232770533,3.0
2,49,-0.1786958595996908,3.623862280120331,1.9043609507114576,,4.0
2,285,-0.9675044114188993,4.114191399958424,11.093685575427392,0.18054864833917916,3.0
2,366,0.188701853839067,2.448735076052805,3.441238452071156,0.48613573658699294,3.0
2,232,1.1333617190215848,5.667645625881206,0.6130231324832781,0.035993364972236375,4.0
2,475,1.0456042487185817,4.208726294239966,1.432782391369232,0.2499711947122396,5.0
2,220,0.1744820053387124,-2.1162357181514864,3.7164325523125448,0.037306903935561575,5.0
2,167,0.8745050426558909,5.816594006547133,3.702133287554604,0.17597619933202457,2.0
2,86,1.348708786151617,3.3729740491741285,3.1004354323078545,0.014752483625296131,4.0
2,11,1.3687785713408256,1.414287517605029,5.519704971472002,0.18667566937446112,3.0
2,491,0.8398878485326358,2.4069829728200194,1.4823125567268778,0.09497100924159407,0.0
2,96,0.1940977650150355,2.4684280296831203,0.4856816546178899,0.4907295582020712,6.0
2,182,-1.359339509010434,3.337292287185945,3.846099377842301,0.09105311865103971,6.0
2,415,-1.1018602746695922,-0.36845575606322356,7.0570256193283365,0.6749833688911049,3.0
2,121,-0.4643620152579824,1.740975812241547,,0.05276131585430255,6.0
2,57,1.6277292233982488,0.28719293871809715,1.2798329006480087,0.16470762621542656,2.0
2,141,1.0938360782351473,1.9092958105977447,4.21555465692286,0.0012812414164555808,1.0
2,51,1.0493633375013247,2.8265745647670455,2.4352545689611462,,2.0
2,146,0.811127723972719,1.9200852504284984,2.6481933935096618,0.255302352540524,4.0
2,323,0.5482177703308686,3.196327684629421,2.874134652821203,,3.0
2,150,-0.061008929141946666,2.890405533935141,9.7841198264958,0.4600556120539665,1.0
2,52,-0.30144400046666053,4.170368691093319,1.4778023432942236,0.015934481396973954,0.0
